"EVENT","T_GAUGE","F_GAUGE","H_GAUGE","D_GAUGE","N_GAUGE","K_GAUGE","B_GAUGE","PRD"
2007-10-01,NA,NA,NA,NA,NA,NA,NA,122.794728375
2007-10-02,104.698382747349,112.760637170135,114.51765721834,116.890075929836,116.828612126429,117.488399579667,119.288517362587,123.048522
2007-10-03,104.730111852085,112.925246120774,114.683915536467,117.051801306006,117.019352406033,117.706991412156,119.517534630362,123.2591515
2007-10-04,104.965191124554,113.308971668679,115.083284528111,117.445094233985,117.474920496199,118.238618227895,120.061424562046,123.9501585
2007-10-05,104.749574009904,112.688246206692,114.442775722931,116.822870019537,116.741066187571,117.409529150214,119.234954427642,122.93209475
2007-10-06,104.800632389693,112.984104375018,114.731708431187,117.080859841463,117.054068364163,117.733745761183,119.522438850943,123.18996825
2007-10-07,104.186919133322,111.966145846759,113.735262384572,116.179150992206,115.994718114799,116.569952140141,118.417758949163,121.97661025
2007-10-08,104.146264073992,112.139560603007,113.921198348775,116.371064350423,116.222676852842,116.832676838017,118.692040502477,122.3674845
2007-10-09,104.627943278942,112.933989675592,114.716420256155,117.108871460617,117.091999487268,117.794839874531,119.620092431566,123.42187025
2007-10-10,104.879141059679,112.985783593842,114.735778560491,117.095297802036,117.058092650658,117.768202966028,119.5877183424,123.352433
2007-10-11,104.889443861994,113.278592762272,115.054645120928,117.415109319677,117.449526110926,118.191093730759,119.997962405677,123.8302705
2007-10-12,104.997948286843,113.138147236372,114.877809342414,117.209589420097,117.197973306735,117.902659608578,119.692274529592,123.4069795
2007-10-13,104.691359186195,112.807228654335,114.576132776105,116.964508560037,116.912515855626,117.602937229395,119.432856333594,123.19473075
2007-10-14,104.495921231065,112.298871480339,114.060275906622,116.474138265773,116.331920164473,116.956022126833,118.795386324854,122.41361725
2007-10-15,104.464998314609,112.653748213377,114.429171235628,116.834488280749,116.76860073639,117.432124315929,119.262219745874,122.99032425
2007-10-16,104.634395989922,112.749535751731,114.514566995635,116.902127713629,116.841714241003,117.516625815054,119.340380260456,123.063635
2007-10-17,104.644855071292,112.750530662703,114.515616040538,116.903010101158,116.842330267126,117.517887167383,119.341821570135,123.06474625
2007-10-18,104.966390042018,113.247410682693,115.006594891097,117.354186285593,117.368864925965,118.106923095568,119.913645521366,123.730639
2007-10-19,104.69478003697,112.781714992018,114.54641769382,116.930893497835,116.87449045577,117.554274185031,119.377589556459,123.103386
2007-10-20,104.655602018735,112.76974662102,114.534322221464,116.919851165334,116.862186762117,117.539566697852,119.362371407983,123.087638
2007-10-21,104.522811282735,112.43842070516,114.191539104423,116.585403414662,116.468745961711,117.091988043927,118.911351324357,122.5139155
2007-10-22,104.45821646314,112.621860414006,114.403430765691,116.819048939628,116.747941728402,117.418796891975,119.261242826002,123.02055025
2007-10-23,104.651776976149,112.766674312972,114.532877888998,116.920449003335,116.862712743283,117.541564683469,119.366050646485,123.095766
2007-10-24,104.664568562121,112.773825029195,114.538648398393,116.924186925118,116.866740959245,117.54570501006,119.369222339359,123.0973535
2007-10-25,104.682539289341,112.809924684164,114.572677392044,116.953407292041,116.901592083264,117.582190599136,119.401845822427,123.12850025
2007-10-26,104.661395814983,112.776913097209,114.543225280569,116.930277022953,116.874116271852,117.55473842989,119.379645985347,123.11395875
2007-10-27,104.612892907299,112.697566926626,114.462951196304,116.854089352203,116.785361330864,117.453633415358,119.278871311035,122.9897845
2007-10-28,104.776257802426,112.85931764339,114.614765188577,116.984929528549,116.933389466216,117.621379805793,119.438207311511,123.16386975
2007-10-29,104.57776377777,112.733533120741,114.50635828803,116.902704422515,116.846411053621,117.520393110635,119.347552076346,123.08201825
2007-10-30,104.651314206634,112.762610868682,114.527441966223,116.913687617331,116.85493042822,117.531621282437,119.354760501372,123.07877975
2007-10-31,104.700982470267,112.858795141771,114.626023942307,117.009021028968,116.966087181129,117.659165570464,119.483431337187,123.24207
2007-11-01,104.758193045178,112.905348946539,114.665704078698,117.036981548231,116.999108162206,117.690114332667,119.504903723216,123.24260975
2007-11-02,104.739752481952,112.881397052973,114.644657970759,117.021255284458,116.979985648524,117.672375497787,119.492559780858,123.24311775
2007-11-03,104.818195434798,112.974502308405,114.737262715552,117.10647780282,117.079231977612,117.783538978242,119.599651661122,123.3592275
2007-11-04,104.737072279714,112.821784918608,114.569747683842,116.933306517231,116.87597602192,117.546433311236,119.354075090727,123.04372775
2007-11-05,104.482813031673,112.595635181769,114.379363141777,116.7981516513,116.722487890486,117.392227830341,119.235590377023,122.97851325
2007-11-06,104.781726476612,112.970159653742,114.731843928261,117.100864952687,117.073390519191,117.775591396591,119.591004021554,123.3532585
2007-11-07,104.756146118395,112.897093961978,114.659202676532,117.033134757968,116.994150839463,117.686649530759,119.504037920549,123.24711825
2007-11-08,104.720071490882,112.866921208677,114.631285544868,117.010101901428,116.9675056611,117.658156734167,119.478793393829,123.226068
2007-11-09,104.70457687013,112.790950138961,114.55616052477,116.940478259533,116.884781679405,117.567538467196,119.391554499189,123.12284875
2007-11-10,104.558552136792,112.63046493223,114.398895553453,116.799209757721,116.720452738215,117.385292008251,119.218498357116,122.938159
2007-11-11,104.949963557631,113.243174431921,114.997314902898,117.339654506832,117.352857227246,118.083640707045,119.883972720837,123.6797755
2007-11-12,104.967958927324,113.253623436241,115.016888329395,117.367882748106,117.386524426401,118.126515590865,119.934864384849,123.75740425
2007-11-13,105.156990453018,113.54856101372,115.304360782175,117.628394911489,117.689786994481,118.464997661597,120.261680516597,124.13656275
2007-11-14,105.273690853386,113.646392967556,115.403120778675,117.720837450162,117.795788504227,118.587724325022,120.384735922124,124.28407325
2007-11-15,105.293190685909,113.640089587379,115.393559308479,117.707434516929,117.779657373331,118.567326603621,120.360256137602,124.240417
2007-11-16,105.407903700433,113.842242746293,115.592736524714,117.890152155925,117.99359109103,118.805467081838,120.590825405756,124.5089585
2007-11-17,104.702130870321,112.649110775421,114.414290218683,116.806755604385,116.726102070996,117.392137584647,119.221131964153,122.913902
2007-11-18,104.519504821714,112.482115412799,114.240502004282,116.638835302486,116.530915883932,117.167663170781,118.994887183813,122.643011
2007-11-19,104.501018952187,112.685282188135,114.463187516442,116.869016313674,116.808255831038,117.479369186477,119.311269569903,123.05128425
2007-11-20,104.863009342723,113.088540480851,114.842341217289,117.193137995448,117.183545087915,117.88871650439,119.688398363317,123.43171275
2007-11-21,104.737621222487,112.970076576904,114.741325835001,117.122562181163,117.099715417067,117.812094813328,119.639732259481,123.448826
2007-11-22,104.83558330654,112.971945640609,114.736905958919,117.107920564385,117.080571699056,117.786702245133,119.605096702979,123.370975
2007-11-23,104.710462846624,112.726182157449,114.482855025776,116.862787300192,116.790034671448,117.461579915216,119.282600012505,122.97883075
2007-11-24,104.845519113924,113.267359253496,115.042271803789,117.405201728988,117.437822338065,118.180409075546,119.99327658969,123.85151125
2007-11-25,104.887481084074,112.944246959957,114.693819409813,117.052438153505,117.008882066953,117.708042832789,119.521490587632,123.25473825
2007-11-26,105.073057920144,113.598786722457,115.383044628321,117.737600421322,117.819670923272,118.630104095479,120.456894849118,124.463683
2007-11-27,105.458524610594,113.813610554859,115.552667486831,117.840972142633,117.9324042968,118.736673629433,120.520697786288,124.42339225
2007-11-28,105.301499356809,113.611794961853,115.366012206936,117.680578374545,117.748160430335,118.530008124041,120.317830458224,124.1618675
2007-11-29,105.205581583323,113.680648331176,115.44913318256,117.773912677208,117.866349761906,118.658220308897,120.450311117935,124.3480495
2007-11-30,105.144356192628,113.41722226971,115.169578210767,117.499408228289,117.535168379825,118.296088002896,120.099356935998,123.94866625
2007-12-01,105.103000505833,113.267007070135,115.006061109715,117.328792507246,117.335394992111,118.06030969208,119.850110319473,123.60944925
2007-12-02,105.030255715627,113.157791192157,114.912058682729,117.259347009803,117.252116066622,117.981171236471,119.79104517977,123.58525575
2007-12-03,104.831332560249,113.054223960019,114.819487572535,117.186259196455,117.174927180064,117.888909428195,119.702278019955,123.46778075
2007-12-04,104.69497106178,112.745615884831,114.50570813503,116.887605915824,116.821486829392,117.495199176925,119.316676863488,123.02442375
2007-12-05,104.561312091034,112.61346041902,114.36897819105,116.754954971482,116.670344338962,117.316145186513,119.133530519445,122.79576025
2007-12-06,104.518027513086,112.682555137621,114.471324676969,116.889784685239,116.828726535778,117.516244591191,119.362051189164,123.141105
2007-12-07,104.790158280622,112.89020022757,114.641209906856,117.005237132339,116.959619078122,117.646538657113,119.466215019423,123.23600575
2007-12-08,105.186320025653,113.782812367067,115.572476157731,117.914104013841,118.030690457368,118.855932012713,120.659612025005,124.6224965
2007-12-09,105.153566808174,113.183985584456,114.917320350135,117.24211165477,117.225900162952,117.948554034833,119.746241651228,123.4834335
2007-12-10,105.198355924273,113.950824678999,115.717569056914,118.025834681998,118.1693696479,118.98792303494,120.773399519083,124.76734
2007-12-11,105.545282674977,113.95614931358,115.715612503984,118.015837680111,118.13502197953,118.979606224383,120.775011611754,124.7420035
2007-12-12,105.078233190874,113.043270240402,114.773644298925,117.101570180635,117.063889149026,117.758142482979,119.549666128739,123.22622675
2007-12-13,105.062128392408,113.5890382058,115.361252991985,117.699180234132,117.781217779823,118.564462399432,120.366284797076,124.283851
2007-12-14,105.345675335474,113.741036043087,115.482287511509,117.778830102168,117.860674217398,118.655884460229,120.440513132946,124.3278565
2007-12-15,105.175605946209,113.354185088524,115.10650998381,117.437986661042,117.460422867199,118.214166888538,120.016161996316,123.831477
2007-12-16,104.628812325147,112.591750028179,114.359099668007,116.758096684754,116.670566883795,117.329229011703,119.160408678659,122.847735
2007-12-17,104.580518824092,112.711124864027,114.476578957425,116.867482327146,116.802959848162,117.470793205984,119.294551654846,123.00937425
2007-12-18,104.643439720151,112.751925709179,114.520966820359,116.915495434285,116.85391107105,117.541640653434,119.379656044436,123.15999625
2007-12-19,105.133330932869,113.704612396966,115.495456186464,117.846446017712,117.950209017476,118.772562435625,120.592350499987,124.60297025
2007-12-20,105.552598956903,114.051651016364,115.783237768159,118.04508175203,118.177625672419,118.993603870921,120.75080099488,124.63129125
2007-12-21,105.480887906884,113.956065067581,115.700044005965,117.981925756893,118.101914587777,118.919939456963,120.692502281546,124.60100175
2007-12-22,105.427818252417,113.71968106044,115.466169511881,117.7662621599,117.84390928758,118.641611155828,120.430901093965,124.32284
2007-12-23,105.232613193755,113.532434419173,115.288720351303,117.613214502551,117.667957391993,118.446185095587,120.244864531274,124.102622
2007-12-24,104.909418597893,113.057781832952,114.821195323044,117.186090508034,117.16982155152,117.890515549353,119.709716004778,123.50283275
2007-12-25,104.988181928091,113.267254503079,115.026635961306,117.371182344201,117.391193452782,118.126737529451,119.928463553315,123.73143275
2007-12-26,105.010266000294,113.321780530909,115.073703218199,117.409907047015,117.434365680362,118.176316445887,119.976893888276,123.79632975
2007-12-27,105.333006778561,113.93156585029,115.710613604635,118.035044862573,118.166929157084,119.015719800255,120.827111614456,124.88351325
2007-12-28,105.717619102109,114.284865027552,116.036294274998,118.304705348856,118.476829227619,119.351015106807,121.126296813782,125.13300475
2007-12-29,105.454530180893,113.732052403009,115.478543220805,117.774786076665,117.856137859422,118.648662373837,120.428279791451,124.2778185
2007-12-30,104.982559564842,112.999010644021,114.727784780148,117.060089988518,117.017100254661,117.704537081797,119.499481451929,123.18311025
2007-12-31,104.738710609446,NA,114.872676075635,117.258264284821,117.265831184074,117.994054490071,119.820334295153,123.6654245
2008-01-01,105.20396773743,112.844612036169,115.250623522436,117.565796611452,117.611799799151,118.377449742068,120.169072176243,124.00721325
2008-01-02,105.118373412439,112.804374548778,115.228182037771,117.572005109901,117.624053071772,118.399503588982,120.209929347979,124.09751025
2008-01-03,105.417580647901,113.356957045319,115.754840420592,118.062873683646,118.194808815549,119.046692040522,120.850002427112,124.8809415
2008-01-04,105.623795178815,113.504498727254,115.879270396069,118.142617820259,118.292162296273,119.125593960734,120.885308885188,124.80813875
2008-01-05,105.59899323965,113.329813796119,115.704944958244,117.971392848319,118.083177452295,118.901306899367,120.671450993873,124.5694105
2008-01-06,105.133124912656,112.610999837571,115.030348281491,117.365056352042,117.374633483385,118.117576318312,119.920718023021,123.717177
2008-01-07,105.176051457409,113.13938145194,115.558590844873,117.89732125422,118.012220649254,118.833261688132,120.641945420576,124.63700625
2008-01-08,105.660329248117,113.585859005758,115.970395380527,118.256684934898,118.416595389186,119.299445123781,121.097050054868,125.16742175
2008-01-09,105.663696006978,113.403322268855,115.766619046869,118.011588092715,118.133168774302,118.941684095643,120.691226577264,124.54378825
2008-01-10,105.557735954328,113.517882799047,115.909320623408,118.205672510334,118.361995595922,119.233160828105,121.031029267526,125.08874525
2008-01-11,105.539642129645,113.262291940628,115.639985502708,117.906343915048,118.013277187258,118.80821520881,120.563489079019,124.38580025
2008-01-12,105.012514131603,112.56832578244,115.000189606391,117.354975219103,117.369538609522,118.112045463699,119.925093368244,123.7500065
2008-01-13,104.801222194087,112.002154002299,114.446239552242,116.818383122754,116.732542616106,117.399762348818,119.218610024489,122.88726375
2008-01-14,104.884760016561,112.644783545271,115.07933740822,117.442791723574,117.477054944671,118.233970394144,120.052956120537,123.9380935
2008-01-15,105.362700871703,113.19132430389,115.580315018255,117.868826457094,117.971708768279,118.770273059566,120.545325611364,124.43755275
2008-01-16,105.484390451814,113.47473916414,115.878394534452,118.194278962955,118.350866793038,119.227209968355,121.037037572509,125.12240025
2008-01-17,105.587857619671,113.332235943713,115.720859263887,118.008281356467,118.127271899941,118.961552961093,120.74570747724,124.6842185
2008-01-18,105.462860467501,113.312534925223,115.698246722537,117.981839380377,118.103412573479,118.920982140579,120.696978976477,124.62144875
2008-01-19,105.59789175519,113.438931687802,115.81467419452,118.080995210268,118.216618016538,119.046192296251,120.811601615066,124.7310815
2008-01-20,104.996172561234,112.227703378566,114.657694330457,117.006942449555,116.952296345219,117.642676628769,119.450277607535,123.14069225
2008-01-21,104.736597881603,112.422683095722,114.86773670944,117.245858615645,117.250704365645,117.973625797427,119.794852774792,123.62564175
2008-01-22,105.51129192132,113.539278404244,115.933502788067,118.237296056957,118.397311354302,119.281593611791,121.0898552571,125.19739375
2008-01-23,105.814331529329,113.734942908332,116.09343362616,118.330193421711,118.510689310439,119.364794046387,121.108620546298,125.035691
2008-01-24,105.577531119166,113.307610178115,115.689795526407,117.968617316321,118.078122123837,118.905944319497,120.6906969658,124.64373725
2008-01-25,105.56439678415,113.43808741581,115.822179618915,118.102339652808,118.243436047158,119.081252979197,120.853885754248,124.7896285
2008-01-26,105.658662258418,113.676770075524,116.057833432508,118.335787373128,118.516410472417,119.39682049435,121.177832958282,125.218571
2008-01-27,105.107578837,112.545587769533,114.974099088738,117.324970170165,117.326844826601,118.073847841428,119.893088374587,123.71644675
2008-01-28,105.267050126738,113.007140649023,115.41215182988,117.726191597448,117.802140039504,118.592502786959,120.385292855085,124.27721525
2008-01-29,105.276921440583,113.055831252221,115.454352746904,117.755927091292,117.84275486649,118.622646807021,120.399923973103,124.25581575
2008-01-30,105.183654524915,112.809599574613,115.225608300915,117.557683243041,117.601873625797,118.376485525754,120.18328276123,124.05741
2008-01-31,105.059933761882,112.547537574608,114.967644140927,117.30253239506,117.305872528072,118.031121014702,119.829258930256,123.600972
2008-02-01,105.005382498369,112.557054650356,114.980124009957,117.321990286341,117.328672687875,118.061335473334,119.864490313194,123.6515815
2008-02-02,105.129303473012,113.057054675854,115.482539368364,117.834539648891,117.932740603407,118.759664581032,120.586491940333,124.62055975
2008-02-03,105.291984658935,112.836297740947,115.248152395361,117.568331037359,117.616063027282,118.381724825769,120.171942577373,123.97984475
2008-02-04,105.047079576815,112.71980894041,115.135823562535,117.467608107896,117.503633604973,118.251682346651,120.051284462648,123.89094475
2008-02-05,105.022954322494,112.51569828405,114.942264479583,117.288321823536,117.287799355523,118.018632035535,119.825875965007,123.616847
2008-02-06,105.249078014929,112.980915502897,115.379335675302,117.682943206305,117.751857204903,118.528069838207,120.310766050899,124.1618675
2008-02-07,105.307355693827,113.053093033972,115.452479252926,117.757237095219,117.83898235376,118.628995795882,120.414263757681,124.28985175
2008-02-08,105.136161872215,112.871851552477,115.291398265109,117.627753578104,117.692519736929,118.469290268297,120.272832244563,124.16266125
2008-02-09,105.19094204765,112.709089818299,115.117992261489,117.436944826734,117.458052766573,118.206740544589,120.001174254519,123.8027115
2008-02-10,104.7388183571,111.981966223001,114.4343896946,116.819264054491,116.738072226764,117.405719186721,119.22985868636,122.91088575
2008-02-11,104.509561929738,111.882636169973,114.356054936295,116.781925451439,NA,117.380126473998,119.24316413324,123.04925225
2008-02-12,105.149842004315,113.088552453738,115.49586927974,117.814077383496,118.512185381791,118.708215258959,120.496441677272,124.41456575
2008-02-13,105.228393806665,112.842149615476,115.246916316271,117.555646044282,118.191787019434,118.355727571743,120.130926790226,123.9005015
2008-02-14,105.372935564579,113.250638674737,115.64248664034,117.937052841109,118.668589290815,118.866641675718,120.649498454089,124.58487275
2008-02-15,105.252843952386,112.901054284848,115.318141620201,117.654100997399,118.322978224478,118.511798533066,120.332121455285,124.28115225
2008-02-16,105.199958620466,112.707040444259,115.126068013812,117.461957770951,118.08246543329,118.250683234516,120.059826972362,123.899295
2008-02-17,105.162159796385,112.802554485305,115.205861542725,117.511551443929,118.134145320677,118.292854145825,120.062658705546,123.8188405
2008-02-18,104.961694524134,112.698025443352,115.126819878913,117.479027177447,118.098152112504,118.276121597779,120.087056327512,123.96562075
2008-02-19,105.372371950661,113.12959232353,115.533874001968,117.851393743594,118.568353695228,118.769069378436,120.580508749464,124.559187
2008-02-20,105.391970797535,113.13319145158,115.525184360637,117.81401069915,118.512994675545,118.693530976759,120.459061525062,124.2823905
2008-02-21,105.116988428395,112.844940062293,115.266975298138,117.607520410258,118.25987084772,118.44440661757,120.250172390985,124.13764225
2008-02-22,105.340614168776,113.023373967423,115.416540418796,117.712101608489,118.389108598641,118.565444082009,120.34844522272,124.20812725
2008-02-23,105.011673763722,112.529507592934,114.957875212887,117.306717948561,117.885525853737,118.043990369211,119.851839617343,123.647454
2008-02-24,104.792398317,112.191845115267,114.640535038032,117.021825540984,117.532301533256,117.677110639567,119.503375684964,123.26248525
2008-02-25,104.74218849968,112.198453169202,114.644037584241,117.022778291177,117.532212968678,117.677765727383,119.50596865822,123.289695
2008-02-26,105.06738652696,112.779927705434,115.199849392289,117.535164367402,118.16703612887,118.341476874687,120.134775017854,123.958731
2008-02-27,105.289761224084,113.066211001026,115.462912791512,117.764884106219,118.453913817947,118.63838451093,120.423666813229,124.307981
2008-02-28,104.9905554895,112.371583920336,114.803448786255,117.156748406879,117.700274019295,117.845658794024,119.65654954476,123.40878925
2008-02-29,104.637860643627,112.06137637688,114.513542923738,116.900579029563,117.378000516273,117.513987771019,119.337033987602,123.057285
2008-03-01,104.564918354353,111.863558909343,114.324065129449,116.723002325986,117.158100419729,117.281431109475,119.11048267413,122.78693375
2008-03-02,104.592895602667,112.076455907071,114.537567632863,116.940797240502,117.430270479021,117.577654145823,119.414573111597,123.18609475
2008-03-03,104.781319511507,112.339663281189,114.788726482229,117.175477877274,117.724745250531,117.889229095957,119.728987901627,123.591193
2008-03-04,105.268016477858,113.122252658319,115.507872503274,117.788079461395,118.475734898102,118.651631691196,120.406543171,124.21517575
2008-03-05,105.168677128074,112.722584422376,115.142933616833,117.481522086365,118.106393356183,118.278577649972,120.092615310932,123.9684465
2008-03-06,105.189325559485,112.913679176368,115.332591617278,117.669159875967,118.338294969102,118.527471601174,120.336095006268,124.250196
2008-03-07,105.127370369868,112.588933737083,115.004998684341,117.333639849962,117.918972604143,118.071287154437,119.86826225818,123.641485
2008-03-08,105.144702627284,112.813835583992,115.223785661952,117.543084553331,118.176594904549,118.345068312928,120.129503268174,123.9275525
2008-03-09,104.605512669348,111.9931769177,114.452668354299,116.850667834043,117.316853030171,117.452218871719,119.281816694932,123.00003975
2008-03-10,104.707287199509,112.21594384465,114.665577240514,117.051654241049,117.568389668297,117.720169405144,119.553222785624,123.359418
2008-03-11,104.970726234764,112.621606011166,115.049274518852,117.396160926937,117.993710219533,118.159416157961,119.957423989161,123.751975
2008-03-12,104.886246147991,112.390460724118,114.822724677811,117.178668987438,117.724782231752,117.874608050869,119.684488375992,123.4539695
2008-03-13,104.891099066008,112.456411508736,114.890798432759,117.251322965637,117.816117600838,117.975180827971,119.789509179387,123.592082
2008-03-14,105.056258121121,112.604840557714,115.02605239894,117.364668519112,117.957655667556,118.118155654741,119.922747168882,123.733941
2008-03-15,104.998273131891,112.644446551036,115.065503156932,117.404570307225,118.004729167019,118.169562102829,119.970205262964,123.7905195
2008-03-16,105.028381061621,112.606250108068,115.032567715652,117.379591327021,117.976586811347,118.142108863776,119.951908159004,123.77702575
2008-03-17,104.741629863246,112.103543487392,114.552001339058,116.931817902725,117.418348893194,117.553321065085,119.372809603468,123.081669
2008-03-18,104.897568825619,112.562889509575,114.996439182654,117.355907511347,117.945453038157,118.114390722422,119.927671306233,123.76553225
2008-03-19,105.064463592644,112.616271104078,115.035682963954,117.37121231284,117.965094939827,118.124711764095,119.925781978882,123.7276545
2008-03-20,104.936670364453,112.5019536335,114.932813876235,117.286330826236,117.85898470605,118.017998108961,119.826966759719,123.62589575
2008-03-21,105.125177586637,112.864404422899,115.278527441912,117.607446909038,118.258378319072,118.438711253741,120.237399765244,124.11084525
2008-03-22,105.025611338401,112.529400551831,114.95313345723,117.295568247025,117.871669239682,118.02685241084,119.832263669486,123.620022
2008-03-23,104.681453610097,111.963716529968,114.420235940305,116.812204450495,117.270621251384,117.399019460175,119.22669148931,122.92002975
2008-03-24,104.580307234776,112.113933405561,114.572568287341,116.971773294948,117.466934825077,117.615951196814,119.449244052091,123.2270205
2008-03-25,104.982484963129,112.765653519575,115.200210013149,117.564760473832,118.208823410915,118.401402701016,120.229137064285,124.17885375
2008-03-26,105.407867943766,113.126495845844,115.516488196071,117.804269748788,118.502616609046,118.683139024402,120.456155011665,124.308489
2008-03-27,105.259690018697,113.026268046303,115.437039130286,117.761646222171,118.453162884647,118.646617589075,120.449665664835,124.37741825
2008-03-28,105.355093968355,113.11193606452,115.507077103231,117.803708637521,118.501689819332,118.686192852793,120.464546535589,124.33493675
2008-03-29,104.867330938393,111.994844966887,114.430836343539,116.788206097884,117.240579215288,117.351220290019,119.158259846382,122.780425
2008-03-30,104.547625632077,111.991207481183,114.454052247375,116.859425090454,117.328331884983,117.468814917513,119.306060627734,123.05814225
2008-03-31,104.857156432634,112.569046242416,115.009713186325,117.38311695232,117.981249126807,118.159975309812,119.988740490748,123.8869125
2008-04-01,105.284144369493,112.977005423522,115.377456659623,117.682547460153,118.351452747195,118.527879103967,120.310705908052,124.1542475
2008-04-02,105.006300038297,112.516151950153,114.940984863889,117.28427539471,117.856618370242,118.010684650755,119.813650059916,123.58957375
2008-04-03,104.889111150834,112.42654049596,114.86280749573,117.225464671902,117.784073764516,117.94118266134,119.756333945841,123.55204525
2008-04-04,104.879501357037,112.400943619013,114.838161000117,117.202037185589,117.754938247988,117.910322089023,119.726606598208,123.52067625
2008-04-05,105.081120810549,112.833239800917,115.253467463342,117.593258389448,118.241935137993,118.426053433245,120.234395575695,124.1343085
2008-04-06,105.213227334363,112.797095563033,115.199668168756,117.505623585256,118.129420805091,118.288007156842,120.06349428962,123.82471425
2008-04-07,104.646896788347,111.930744743941,114.387702646381,116.78049255609,117.230447989925,117.35638498151,119.18382851663,122.87043625
2008-04-08,104.785026715685,112.402793682354,114.843544315798,117.214324151897,117.768676325504,117.928811179431,119.746419230081,123.5539185
2008-04-09,104.676672025049,111.933968785327,114.383849352907,116.765801476393,117.211617324526,117.33178646274,119.152609815492,122.816747
2008-04-10,104.501722050147,111.894878711858,114.361696969103,116.772649642222,117.220208342483,117.354356778196,119.193177796527,122.9206965
2008-04-11,104.769583430045,112.47445757209,114.920657073445,117.302911537089,117.880737133921,118.055584858924,119.887470599409,123.7712155
2008-04-12,105.224510272696,112.845155192457,115.250991620958,117.563779996126,118.203900635715,118.371787201575,120.157649524371,123.97070075
2008-04-13,104.974885308883,112.44544060328,114.871153680183,117.215378518327,117.770472895555,117.918091757966,119.719635306273,123.4694635
2008-04-14,104.743444109637,112.184741077012,114.630936120494,117.009052255383,117.514461864651,117.657354698116,119.479798254204,123.23143375
2008-04-15,104.881300525767,112.5633813893,115.00155305007,117.36982113831,117.964203878837,118.138875942605,119.962132177739,123.83582675
2008-04-16,105.213745069852,112.906445397443,115.313026968547,117.628367645098,118.284195414957,118.459994933104,120.248959202449,124.09560525
2008-04-17,104.992605495087,112.489855151908,114.917511642484,117.265061945097,117.833123393231,117.98698971504,119.792590494081,123.56931725
2008-04-18,104.840731908761,112.292819711873,114.729920155235,117.092484602672,117.617548265352,117.761303981839,119.572549020046,123.31341225
2008-04-19,104.726584425433,112.229409463111,114.679114523281,117.063397552807,117.582332481258,117.733285463322,119.560182201974,123.34319375
2008-04-20,104.907264997252,112.424685624091,114.853227250094,117.202292592441,117.753083284851,117.901794976612,119.704046568063,123.4562555
2008-04-21,104.759227291523,112.278244630311,114.728031321169,117.113571541225,117.646169318967,117.802938328541,119.63495090179,123.44908
2008-04-22,105.128935758814,112.966170246653,115.385141279883,117.724168394928,118.405622088155,118.602553626945,120.41417594088,124.367417
2008-04-23,105.449307560056,113.209736316137,115.602963627677,117.898075522866,118.62225964275,118.815726083705,120.601128459514,124.5193725
2008-04-24,105.44898032069,113.295130322663,115.688320494439,117.984806939802,118.73008352806,118.933138478597,120.721160513898,124.678313
2008-04-25,105.653904765005,113.656892141018,116.036331907106,118.31317894128,119.140085481229,119.367331410801,121.151528808932,125.2037755
2008-04-26,105.816235261745,113.697299723285,116.059599725017,118.304301468471,119.126706604748,119.337124955758,121.093060669945,125.0455335
2008-04-27,105.552048324788,113.35217219326,115.73734691436,118.020004185751,118.774154850456,118.974198972575,120.754468249974,124.69644225
2008-04-28,105.444038716622,113.229624943943,115.625778544132,117.926321127133,118.658089494333,118.856849146819,120.647672845279,124.590683
2008-04-29,105.557048460243,113.420687932451,115.804680132714,118.085743995581,118.855332170479,119.061149533771,120.83952023234,124.798074
2008-04-30,105.459541050102,113.200004262278,115.593673047293,117.889198586411,118.611441333884,118.803904481491,120.588962594002,124.497719
2008-05-01,105.371122042364,113.160309771524,115.56009830782,117.867008038283,118.58377829297,118.780010554678,120.574419059808,124.5151815
2008-05-02,105.508377296364,113.317892063843,115.700969926211,117.978808807559,118.720186551778,118.913652917083,120.68368282783,124.5836345
2008-05-03,105.28208213821,112.922230455798,115.33002594959,117.647778212349,118.311187133294,118.489890745114,120.286567572816,124.15643825
2008-05-04,105.224087208152,112.915059580839,115.324956939341,117.646413336517,118.308281582068,118.488713579462,120.285504733174,124.160026
2008-05-05,105.223434875509,112.908094574682,115.317595764003,117.638086123194,118.29765573592,118.476725744683,120.27198202469,124.13872175
2008-05-06,105.125277580169,112.724145297833,115.141529352717,117.474165815217,118.093867559279,118.262188818498,120.063591178326,123.897009
2008-05-07,105.293082877574,113.217634315262,115.627714618078,117.953755147406,118.692928983418,118.906797027916,120.716770579217,124.73543125
2008-05-08,105.741398529748,113.718589002192,116.08966974461,118.352662899251,119.189219744342,119.414140312743,121.190407002177,125.22933425
2008-05-09,105.851472947236,113.863886807829,116.227426895672,118.476685075618,119.342778299196,119.572868110816,121.338294272845,125.379734
2008-05-10,105.906247283207,113.945423901584,116.306948831882,118.554156319173,119.440485771564,119.677657745358,121.446544379818,125.52308525
2008-05-11,105.901011438893,113.859287665818,116.21820350473,118.460014620962,119.322504503899,119.547801911222,121.310366206934,125.33576025
2008-05-12,105.958969904294,114.066861981277,116.421222230852,118.656945551756,119.567077393412,119.80936515682,121.570362953546,125.6623725
2008-05-13,106.002970582074,114.038001347419,116.392136451213,118.627535188266,119.532233620324,119.771283409243,121.534300312331,125.60976275
